ID,TITLE,AUTHOR,IMAGE_URL,YEAR,PUBLISHER_ID
3498020862,Die Korrekturen.,Jonathan Franzen,http://images.amazon.com/images/P/3498020862.01.LZZZZZZZ.jpg,2002,12
3499110695,Neun Erz�?¤hlungen.,Jerome D. Salinger,http://images.amazon.com/images/P/3499110695.01.LZZZZZZZ.jpg,1968,1194
3499151502,"Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.",Jerome D. Salinger,http://images.amazon.com/images/P/3499151502.01.LZZZZZZZ.jpg,1998,1194
3518111000,"Ulysses (�?�?bersetzg. Wollschl�?¤ger). ( Neue Folge, 100).",James Joyce,http://images.amazon.com/images/P/3518111000.01.LZZZZZZZ.jpg,1981,13
3548254268,Eine ganz normale Aff�?¤re.,Joanna Trollope,http://images.amazon.com/images/P/3548254268.01.LZZZZZZZ.jpg,2002,854
3570300099,"Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.).",Sue Townsend,http://images.amazon.com/images/P/3570300099.01.LZZZZZZZ.jpg,2002,1027
3596292646,Das Buch der l�?¤cherlichen Liebe.,Milan Kundera,http://images.amazon.com/images/P/3596292646.01.LZZZZZZZ.jpg,2000,497
0060977493,The God of Small Things,Arundhati Roy,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg,1998,1021
0316602906,The Big Bad Wolf: A Novel,James Patterson,http://images.amazon.com/images/P/0316602906.01.LZZZZZZZ.jpg,2003,844
0316693006,Four Blind Mice,James Patterson,http://images.amazon.com/images/P/0316693006.01.LZZZZZZZ.jpg,2002,844
0345311396,Private Screening,Richard North Patterson,http://images.amazon.com/images/P/0345311396.01.LZZZZZZZ.jpg,1994,1181
0345378490,Congo,Michael Crichton,http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg,1995,1181
0345404793,Protect and Defend,Richard North Patterson,http://images.amazon.com/images/P/0345404793.01.LZZZZZZZ.jpg,2001,1181
0345433173,The Tall Pine Polka,Lorna Landvik,http://images.amazon.com/images/P/0345433173.01.LZZZZZZZ.jpg,1999,1181
0375400117,Memoirs of a Geisha,Arthur Golden,http://images.amazon.com/images/P/0375400117.01.LZZZZZZZ.jpg,1997,658
0375705856,Plainsong (Vintage Contemporaries),KENT HARUF,http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg,2000,7
0380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,http://images.amazon.com/images/P/0380717018.01.LZZZZZZZ.jpg,1992,488
0380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,http://images.amazon.com/images/P/0380718332.01.LZZZZZZZ.jpg,1993,488
038076654X,Petals on the River,Kathleen E. Woodiwiss,http://images.amazon.com/images/P/038076654X.01.LZZZZZZZ.jpg,1997,498
0380807866,The Elusive Flame,Kathleen E. Woodiwiss,http://images.amazon.com/images/P/0380807866.01.LZZZZZZZ.jpg,1999,488
0385497466,The Brethren,JOHN GRISHAM,http://images.amazon.com/images/P/0385497466.01.LZZZZZZZ.jpg,2000,331
0385508042,The King of Torts,John Grisham,http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg,2003,170
0385509456,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,http://images.amazon.com/images/P/0385509456.01.LZZZZZZZ.jpg,2003,331
0385511612,Bleachers,John Grisham,http://images.amazon.com/images/P/0385511612.01.LZZZZZZZ.jpg,2003,331
0385730586,Sisterhood of the Traveling Pants,ANN BRASHARES,http://images.amazon.com/images/P/0385730586.01.LZZZZZZZ.jpg,2003,1195
