USER_ID,ISBN,RATING
1084,3453210999,0
1084,3453863593,0
1084,3499108518,0
1084,3518367064,0
1084,3746670144,7
607,0060928336,9
607,0449212084,5
607,0553572490,6
144,0099771519,9
144,0140304770,0
144,0140431268,8
144,0192860925,0
144,0349101779,0
144,0349103232,0
144,0375751513,0
144,0451197003,0
144,0679745653,0
144,0971880107,0
144,1576832899,10
144,1853261750,9
111,067102535X,8
180,0140272658,8
86,3257250053,10
86,3257250398,0
86,3257250460,0
86,3407780028,0
86,3407780117,0
86,340780573X,10
86,3407805853,10
86,3442435838,0
86,3442435951,0
86,3453132262,0
86,3608919724,0
86,379411664X,0
1057,0156027321,10
1057,0380813815,0
1057,0385498721,0
1057,0385720920,0
1057,0972948503,0
9,2264030542,8
849,0140099832,0
849,0316929190,0
849,0345285549,5
849,0345290240,0
849,0345307674,5
849,0345313097,0
936,0380619458,0
67,0671042858,0
976,0425184226,0
25,0375500766,0
1120,0060929790,0
1120,0060976845,9
1120,0446612545,5
1120,0671004573,0
27,0446601640,7
1038,038572179X,0
1038,1900850303,4
1038,1903019699,0
577,0553583468,0
182,2070567842,8
182,225314696X,0
182,8401422825,9
182,8420639133,0
182,8433920081,0
182,8440630794,7
182,847223973X,9
182,8476409419,8
356,0380778556,10
893,0971880107,0
609,0385336772,0
350,0451452755,0
350,0812575482,0
462,0060801263,8
632,0061030147,6
30,0446527165,8
31,0671461494,8
32,0451206673,6
33,0399138684,0
744,0553278223,10
744,0971880107,0
744,3150000335,10
744,3257203659,9
744,3257207522,10
744,3257208626,8
744,3257208634,10
744,3257208669,9
744,3257210450,10
744,3257212054,10
744,3257212429,10
744,3257214154,9
744,3257216416,7
744,3257233051,9
744,342311360X,10
744,3423116714,0
744,3423241489,0
744,3426605686,0
744,3453212150,7
744,3462021095,0
744,3492045642,8
744,3498020862,8
744,3499110695,7
744,3499151502,9
744,3518111000,0
744,3548254268,10
744,3570300099,6
744,3596292646,7
269,0060915544,10
269,0060977493,7
269,0156006529,0
269,0312169787,0
269,0316096199,0
269,0316601950,9
269,0316602906,0
269,0316666343,0
269,0316693006,0
269,0316776963,9
269,0316899984,7
269,0345311396,0
269,0345378490,0
269,0345404793,0
269,0345433173,0
269,0345465083,0
269,0373483880,0
269,0375400117,10
269,0375705856,0
269,0375727345,0
269,0380717018,0
269,0380718332,0
269,038076654X,0
269,0380807866,0
269,0385497466,0
269,0385508042,0
269,0385509456,0
269,0385511612,0
269,0385720106,7
269,0385730586,0
269,0425092917,0
269,042511774X,0
269,0425163407,9
269,0440224764,0
269,0440225701,0
269,0440226430,0
269,0440234743,0
269,044023722X,7
269,0446353205,0
269,0446360856,0
269,0446364800,9
269,0446600474,0
269,0446605484,0
269,0446606383,6
269,0446610399,0
269,0446612790,0
269,0449006522,6
269,0449911004,0
269,0451162072,0
269,0452282152,0
269,051512219X,0
269,0515130389,0
269,0517122707,0
269,0553580388,8
269,0671023616,0
269,0671027387,0
269,0671042572,0
269,0679450408,0
269,0684848783,0
269,0743486226,0
269,0804117934,0
269,140003180X,0
269,155874262X,5
217,0060977493,7
217,0060987103,8
217,0151008116,9
217,0375704965,8
217,0525947647,9
217,0804111359,8
217,155874262X,6
217,1558744150,6
714,006000438X,0
714,0060199563,0
714,0060391448,0
714,0060930535,0
714,0060934719,0
714,0061020702,0
714,0061020710,0
714,0062502174,0
714,0064401774,0
714,0064471047,7
714,0064472264,0
714,0066238501,5
714,014028009X,0
714,0140298479,0
714,0140620664,0
714,014100018X,0
714,0141301104,0
714,014143967X,0
714,0142001740,9
714,014230218X,0
714,0312151144,0
714,0312305060,0
714,0312863934,9
714,0312868332,0
714,0312890044,0
714,0312974221,0
714,0316569321,0
714,0316769487,0
714,0316776963,0
714,0340718153,0
714,0345350499,0
714,0345384466,0
714,0345387651,0
714,0373218400,0
714,0373226063,6
714,0373226144,5
714,0373708149,0
714,0375713549,0
714,0375724370,0
714,0375727345,0
714,0375751513,0
714,0375823352,0
714,0380789019,0
714,0380789035,10
714,0380973650,9
714,0380977788,0
714,038533348X,0
714,038542017X,0
714,0399146431,9
714,0399501487,0
714,0413537900,0
714,0425092917,0
714,0425145638,0
714,0425177009,0
714,0439064864,9
714,0439064872,9
714,0439136350,9
714,0439136369,9
714,0439139597,9
714,043935806X,0
714,0439510112,0
714,044018293X,0
714,0440211263,0
714,0440241413,0
714,0440403278,0
714,0440419468,0
714,0440967694,0
714,0441003257,0
714,0441172695,0
714,0441569595,0
714,0446364762,0
714,0446527785,0
714,0446605239,0
714,0448060043,0
714,0449226182,0
714,0451137965,0
714,0451167317,8
714,0451167716,0
714,0451408845,0
714,0451409256,7
714,0451522389,0
714,0451524934,9
714,0451526341,8
714,0452277337,0
714,0452282152,0
714,0486415864,0
714,051512317X,0
714,0515130923,0
714,051513287X,0
714,0553250426,0
714,0553250531,0
714,0553265741,0
714,0553273604,0
714,0553280325,8
714,0553280589,0
714,0553293761,0
714,0553371010,0
714,0553560468,0
714,0590353403,9
714,0618002219,9
714,0618002227,8
714,0618002235,0
714,0618002243,0
714,0671015311,0
714,0671021001,7
714,0671525743,0
714,0671527215,0
714,0679423079,0
714,0679735909,0
714,0679751343,0
714,067976402X,0
714,0679879242,8
714,0679879250,0
714,0684833395,0
714,0684872153,0
714,0684874350,0
714,0743225406,0
714,0804106304,0
714,080410753X,0
714,0812516214,0
714,0963094424,0
714,0965834581,0
714,1401200893,0
714,1401201172,0
714,1551660237,0
714,155166500X,0
714,1551667894,0
714,1551667959,0
714,1556520743,9
714,1563890356,0
714,1563892251,0
714,156389226X,9
714,1563892278,0
714,1563892464,0
714,1563895730,9
714,1563898586,0
714,1565041992,0
714,1566197589,0
714,1567310877,8
714,156971620X,9
714,1573226882,0
714,1583140379,0
714,1592571301,0
714,1861870019,0
714,1931081727,9
538,0374270325,0
538,0375719180,0
538,0440235502,9
538,044023722X,8
476,1573225487,8
476,1853260673,8
356,0060977477,7
356,0937858994,0
36,0316769487,7
37,0972044205,9
209,0345435869,0
209,0812541642,5
576,8483007010,7
1074,9681500555,9
710,0452283914,8
855,8433914545,8
855,8484509141,4
449,1559703237,0
938,0449005615,9
874,3596214629,8
400,0060188731,0
400,0140374248,0
400,0142001740,0
400,0312995423,0
400,0380704587,0
400,0380815923,10
400,0385416342,10
400,038542471X,0
400,0425098109,5
400,0449005410,0
400,0515128554,0
400,067103619X,0
400,0743411269,5
400,0743470389,0
400,0767905938,0
400,0915811537,0
400,0927545373,0
400,1575024179,0
400,1880185008,5
620,0140345809,0
620,0156528207,0
620,0380012863,0
620,1567184294,0
620,156718796X,0
620,1862047626,0
425,0020437501,0
425,0198320264,2
425,0451527747,10
425,0671867113,0
425,0812504208,9
1021,0060173289,0
1021,0060973897,8
1021,0060976845,3
1021,006101351X,6
1021,0316666343,0
1021,0440224675,0
1021,0440234743,0
1021,0449002632,7
1021,0452279690,10
1021,0553569058,10
1021,0679427430,0
1021,0940322978,4
1021,1573225126,5
1021,1579651658,8
1021,1878424319,7
882,8401351421,0
882,8420979716,0
882,8423324311,0
882,8427007450,10
882,8429725792,7
882,8429728937,0
882,8429729119,0
882,8429734996,0
882,8429736131,0
882,8440616252,0
882,8472224260,0
882,8472227421,0
882,8474102944,0
882,8474103347,7
882,8475960650,5
882,8475960936,9
882,8476021844,5
882,8477270120,5
882,8477830029,0
882,8478091246,0
882,8478092943,7
882,8478097732,0
882,8478098267,9
882,8478800336,0
882,8478884963,9
882,8483002523,5
882,848300402X,0
882,8486433193,5
882,8486433770,0
650,1853260622,0
650,1857938011,6
1152,8466601090,0
404,0345297709,0
404,0345313097,0
404,044021145X,0
404,0449212084,0
404,0553582682,9
404,0866119566,0
404,1561561428,7
534,0553210092,8
534,0553258524,7
534,1569471096,0
353,0316168815,0
85,014023828X,0
85,0345424719,0
85,0375726403,0
85,0385503857,0
85,0425156842,7
85,0440226104,0
85,0452277337,7
85,0553802488,0
85,0671021001,6
85,0767903579,0
85,0805063897,8
38,0679777431,8
237,0671002481,0
126,0842329129,5
802,0380973545,0
802,0786868015,7
784,0440235057,7
615,0060915544,0
615,0060932759,8
615,0312195516,0
615,039914739X,3
615,0486281965,10
615,1561011525,0
615,1877727083,8
39,0486206173,4
41,0312278586,6
225,8845229041,3
225,887641486X,8
958,0312288115,5
958,0380710218,0
958,0515118656,8
958,0671673688,0
958,1561672033,8
154,0618173870,0
268,0060976845,8
268,0156027321,0
268,0385721420,0
268,0451202341,8
268,0743418190,7
177,0060913509,0
177,0060923245,0
177,0140286276,0
177,0312980388,0
177,0345441133,7
177,0380732688,0
177,0385335407,8
177,0385424728,0
177,0385490992,7
177,039914739X,0
177,0425181111,0
177,0440225078,0
177,0449907481,0
177,0515127833,0
177,0553272837,0
177,0671888587,6
177,080213825X,0
177,0945586051,7
177,0965746828,0
177,0971880107,0
79,0425182878,8
79,055356451X,8
79,0553564528,0
244,0743412621,10
56,0020442408,0
56,0590406019,0
942,0060987103,0
942,0140179836,10
942,0312976275,0
942,0380813815,0
942,0385496095,10
942,0439099404,10
942,0515131679,8
942,0553298836,0
942,068484267X,10
942,1573225789,0
558,006017143X,9
558,0345313860,7
558,0345369947,0
558,042517736X,7
558,0671868713,8
558,0805056491,9
558,1562827049,8
598,0020427859,9
598,0060392452,0
598,0060934417,0
598,0060938455,0
598,0064400026,0
598,014029628X,0
598,0142001740,10
598,0312990456,0
598,0316666009,0
598,0345348036,0
598,0345413369,0
598,0345413377,0
598,0425188787,0
598,043912042X,0
598,0439163099,0
598,0440236061,0
598,0446360589,0
598,0446394521,0
598,0451184718,9
598,0553292722,0
598,055356160X,0
598,0553564528,7
598,0553569910,0
598,0553575538,7
598,0553576801,7
598,055357695X,7
598,0553578693,0
598,0553582135,0
598,0553582526,0
598,0553583441,7
598,0553583468,7
598,0590021117,7
598,067151699X,0
598,0679833692,0
598,0679893105,9
598,068484267X,0
598,068815252X,0
598,0689710879,10
598,0689710887,10
598,0743206053,0
598,0743439775,0
598,0767912918,7
598,0786817070,0
598,0812502124,0
598,0812524853,0
598,0812533534,10
598,0821769340,0
598,0821769367,0
598,0915368587,0
598,0936034025,8
598,1400077826,0
598,1557733856,7
598,1557734909,7
598,193072229X,0
1193,0385335679,6
1193,0440122090,7
896,0821770209,0
375,0060976845,0
509,0061042943,8
509,0425179672,0
951,0312206763,6
951,0399144463,2
951,0618231617,8
951,0965404560,0
173,0140185216,10
173,0425174484,8
173,1567920047,0
173,1573229148,0
160,0971880107,0
329,0060083298,9
329,0140293248,9
329,0446610399,9
329,0446672211,10
329,0684801221,0
329,1576737357,7
833,0062517856,7
833,015600710X,8
833,0425169626,0
833,0451184718,0
833,193156146X,9
960,0761107363,0
960,0765341174,0
960,0765342294,0
960,0765342987,10
960,0765345048,10
960,0765347539,0
960,0786880007,8
960,0812510488,0
960,0812533550,10
960,0812545990,0
960,0812575717,10
960,0836204387,10
960,0836218256,9
960,0836221362,10
960,0882710583,8
960,0886773520,0
960,0886773784,10
960,0886774012,9
960,0886774268,0
960,0886774632,10
960,0886775167,8
960,0886775639,8
960,0886775876,10
960,0886776120,8
960,0886776619,9
960,0886777011,8
960,0912500522,10
960,0912500549,0
960,0912500867,10
960,0920668372,10
960,094547069X,0
960,0965921506,10
960,0965987302,10
960,1556432151,10
960,1558506438,9
960,156305700X,7
960,156402976X,0
960,1570960305,0
960,1580420079,0
960,1891400495,10
199,1573229326,9
241,0060923717,7
241,0385416342,7
241,0440224772,0
241,0671617028,8
241,0671672576,6
241,068483376X,1
241,068484270X,5
241,0871132389,0
130,8817844330,6
857,042517736X,0
857,0821758179,0
191,0380896931,9
132,0971942315,8
132,3455059554,4
821,8432206407,0
821,844140898X,8
775,3423105518,10
902,8420443026,8
902,8420483885,7
902,843396951X,7
902,8434845091,6
902,8440616368,9
902,8440682441,6
902,8474448174,7
902,8477021473,8
902,8478886818,8
902,8484500020,8
902,8484509125,6
579,0345417623,0
163,0380720191,0
163,0425161242,0
163,0515131091,0
163,0553130285,0
163,0553295977,0
163,0671016768,0
163,0671034022,0
163,0671646575,5
163,0671739778,6
647,014029645X,10
647,0385472951,9
647,0451451686,10
647,0743224574,0
647,0743458036,0
140,0671004549,7
39,0553565915,8
39,0802139256,0
39,081297106X,6
107,0060987529,7
107,0064472779,8
107,0140298479,0
107,0151008116,5
107,015216250X,8
107,0152162577,0
107,0345283929,10
107,0345307674,10
107,0345314255,10
107,0345317580,10
107,0380570009,10
107,0440400759,0
107,0440901588,0
107,0441000150,10
107,0446394521,0
107,0451137965,9
107,0451149513,0
107,0515127396,8
107,0515133973,0
107,0515134384,5
107,0515136557,3
107,0553290851,0
107,0553492411,0
107,0590010891,0
877,0312243022,8
877,0312983824,6
877,0316789844,0
