ID,NAME
536,Scott Foresman (Pearson K-12)
537,Alternate Sources
538,Haworth Press
539,Temple University Press
540,Real Comet Press
541,Black Swan
542,Lb May &amp; Assoc Inc
543,Mille et Une Nuits
544,Totem Books
545,Hatje Cantz Publishers
546,Andres Bello
547,Liguori/Triumph
548,PublicAffairs
549,Nouvelles Editions
550,Authorhouse
551,Alba
552,Points French
553,Titan Books
554,Lonely Planet Publications
555,Rizzoli - RCS Libri
556,Ameghino
557,Llewellyn Pubns
558,Wiley Publishing
559,Talk Miramax Books
560,Main Street Books
561,AMI Books
562,Bassermann
563,Dial Books
564,Harrington Park Press
565,O'Reilly
566,Out There Press
567,"Stuart, Tabori and Chang"
568,ReganBooks
569,Nijgh &amp; Van Ditmar
570,Wunderlich im Rowohlt
571,"Heyne GmbH &amp; Co. KG, Verlag"
572,Turnkey Press
573,Sweet Valley
574,Fair Oaks Press
575,Prometheus Books
576,HCI Teens
577,Greenery Press (CA)
578,Oetinger Verlag
579,G�?¼tersloher Verlagshaus
580,Arango Editores
581,Droemer Knaur
582,Phaidon Press
583,The Penguin Press HC
584,J. S. Sanders and Company
585,"Editorial Planeta, S.A. (Barcelona)"
586,Robin Book
587,Lgf
588,Naval Institute Press
589,Park Lane
590,Vital Issues Press
591,Deseret Book Company
592,Franckh-Kosmos Verlag
593,Chelsea Green Publishing Company
594,Ecco
595,"Precious Life Books, Incorporated"
596,Austin &amp; Nelson
597,Carlsen
598,Assn for Public Transportation
599,Cassell
600,Global Book Publisher
601,Walter-Verlag
602,Wide World Publishing
603,Portfolio
604,Globe Pequot Pr
605,Autrement
606,"Landoll, Inc."
607,Saint Anthony Messenger Press and Franciscan
608,Boru Books
609,Leisure Books
610,Ideal Foreign Books
611,Natl Reference Inst Pubns
612,Silverback Books
613,NeWest Press
614,Diffusion Hachette
615,St Martins Press
616,Mutual Pub
617,United States Institute of Peace
618,Marlboro Press
619,MacFarlane Walter &amp; Ross
620,Benbella Books
621,Stand Together Publishers
622,Fitzhenry &amp; Whiteside Ltd
623,Quality Paperback Book Club
624,Emece/Argentina
625,Grafisk
626,Mondadori
627,Little Hare
628,The Feminist Press at CUNY
629,Lowell House
630,Accelerated Christian Education
631,Apricot Press
632,Madions Marketing
633,Jo�?«lle Losfeld
634,DUMONT Literatur und Kunst Verlag
635,Sheridan House
636,Jlr Pub
637,Plaza &amp; Janes Editor
638,Blue Moon Books
639,Kitchen Table--Women of Color Press
640,Hidden Valley Pr
641,Lark Books (NC)
642,Petersons
643,Freedom Press
644,Collins &amp; Brown
645,Persephone Press
646,Griffin Publishing Inc.
647,Serpent's Tail
648,First
649,Gallimard-Jeunesse
650,Anita Roddick Books
651,List
652,White Wolf Games Studio
653,HarperFlamingo Canada
654,Too Far
655,Random House Trade Paperbacks
656,L�?¼bbe
657,Goldmann
658,Alfred A. Knopf
659,Prentice Hall (K-12)
660,St. Martin's Press
661,Hyperion
662,Alianza
663,Downtown Book Center
664,Tor Fantasy
665,Diogenes Verlag
666,Ivy Books
667,Vintage Books USA
668,Dreamhaven Books
669,Deutscher Taschenbuch Verlag (DTV)
670,Fawcett
671,Artisan Publishers
672,Amber-Allen Publishing
673,Edicions 62
674,Soho Press
675,Nan A. Talese
676,Anagrama
677,Penguin USA (Paper)
678,F.J. Moody
679,Noble House
680,Scholastic Inc
681,HarperSanFrancisco
682,Multnomah
683,Magic Carpet Books
684,Phoenix Books
685,O. W. Barth Bei Scherz
686,Eos
687,Ravensburger Buchverlag Otto Maier GmbH
688,Yearling Books
689,New Chapter Press
690,Beltz
691,Editions 10/18
692,Marvel Books
693,Taschen Verlag
694,Metropolitan Books
695,Regal Books
696,Turner Pub
697,North Atlantic Books
698,Presses de la Cit�?©
699,Hawks Flight &amp; Association
700,Graywolf Press
701,Guinness Records
702,Penguin Putnam~childrens Hc
703,New Amer Library
704,Diamond Communications
705,Scherz
706,Writer's Showcase Press
707,Cumberland House Publishing
708,Ediciones Catedra S.A.
709,Parkgate Books
710,Routledge &amp; K. Paul
711,Hay House
712,J. Laughlin
713,Universale Economica Feltrinelli
714,Penguin Putnam Books for Young Readers
715,Adams Media Corporation
716,Skylark Books
717,Planeta Pub Corp
718,Dawnsign Press
719,Deaf Life Press
720,Chronicle Books Llc
721,"Wilhelm Goldmann Verlag, GmbH"
722,Claassen Verlag
723,Simon &amp; Schuster Books
724,Bulfinch
725,Ullstein
726,"Reclam, Leipzig"
727,NewSage Press
728,Collectors Press
729,Macmillan Computer Pub
730,Gold Leaf Press (MI)
731,Abdo &amp; Daughters Publishing
732,Key Porter Books
733,Warner Books (Mm)
734,Llumina Press
735,Turpial
736,Jose Corti
737,Cork Hill Press
738,Residenz
739,Presses pocket
740,Forge Books
741,Safe Goods/New Century Publishing 2000
742,Simon &amp; Schuster (Trade Division)
743,Bear &amp; Company
744,Piramide
745,Ammann
746,American Girl
747,Scholastic Paperbacks (T)
748,Jump at the Sun
749,Editorial Laertes
750,Murdoch Books UK
751,Hampton Roads Publishing Company
752,Editions du Ch�?ªne
753,Planeta
754,Courage Books
755,Random House Trade
756,Prelude Press
757,Faber Paperbacks
758,Ediciones Urano
759,Learning Curve
760,Lyre-Bird Books
761,BBS Publishing Corporation
762,Ticknor &amp; Fields
763,Foxrock Books
764,Burford Books
765,Ediciones Destino
766,Leathers Publishing
767,Parallax Pr
768,Snow Lion Publications
769,Québec Amérique
770,Made E-Z Products
771,Image F/X Publications
772,Harpercollins Juvenile Books
773,Bloomsbury USA
774,Books on Tape
775,Firebird Books
776,Starfire
777,Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas
778,Viking
779,Novello Festival Press
780,Beacon Press
781,Soft Skull Press
782,Labyrint
783,Sheridan Square Press
784,Sophia Institute Press
785,Gollancz
786,Lomond Publications Inc
787,Liamworks
788,Grupo Oceano
789,Anchor (UK)
790,Ladybug Pub Llc
791,First Glance Books
792,Tsar Publications
793,Insomniac Press
794,Miramax Kids
795,Audio Literature
796,Recorded Books
797,Crown Publishers
798,Outlet Books Company
799,Edições ASA
800,Coffee House Press
801,National Book Network
802,University Press of New England
803,Crossway Books
804,Osprey Publishing (UK)
805,Warner Books Inc
806,Seven Hills Books
807,TM Production
808,Downtown Book Center (Sd)
809,Random House~trade
810,Ikar
811,Tokyopop
812,TokyoPop
813,John Wiley &amp; Sons
814,Teacher Created Materials
815,Orthopedic Physical Therapy Product
816,Odile Jacob
817,Book Pub. Co.
1088,Main Street
1089,Perigee Books
1090,Warner Forever
1091,Counterpoint Press
1092,"Ullstein-Taschenbuch-Verlag, Zweigniederlassung der Ullstein Buchverlage GmbH"
1093,Lester Pub Ltd
1094,Conari Press
1095,Wizards of the Coast
1096,Icon Books
1097,Odonian Press
1098,Atlantic Monthly Press
1099,University of Queensland Press
1100,Diamond/Charter
1101,Orbit Book Co
1102,Mitteldeutscher Verlag
1103,SunShine Press Publications
1104,Running Press Book Publishers
1105,Noonday Press
1106,Astran Inc
1107,Kids Books Inc
1108,Maverick Books
1109,Rodale Press
1110,Brooking International
1111,Deadwood Pub Ltd
1112,Huerga &amp; Fierro
1113,Ragged Bears
1114,Plaza &amp; Janés Editores
1115,Fischer Taschenbuch Verlag
1116,Harvest House Publishers
1117,Philomel Books
1118,Wings
1119,Pelican Publishing Company
1120,TSR
1121,I Books
1122,Seven Stories Press
1123,Coconut Info
1124,House of Stratus
1125,Angsana Books
1126,Smart Art Press
1127,Scribner Paper Fiction
1128,S. Fischer
1129,Hanser Belletristik
1130,Magellan Press (TN)
1131,List Tb.
1132,Crown Publishing Group
1133,Lorenz Books
1134,Rhapsody Press
1135,"2nd Avenue Publishing, Inc."
1136,Five Star (ME)
1137,Era
1138,Le Livre de poche
1139,Siruela
1140,Pubs Wholesale
1141,I.M.P. Fiction
1142,Reignbow
1143,Cemetery Dance Pubns
1144,Book Peddlers
1145,Longseller
1146,Ariel
1147,Seix Barral
1148,Blue Dolphin Publishing
1149,Peta Publications
1150,Rowohlt Taschenbuch Verlag GmbH
1151,BOA Editions
1152,"Barclay Books, LLC"
1153,Chariot Victor Publishing
1154,Cardoza
1155,Baskerville Publishers Inc.
1156,Cal-Earth Press
1157,Boston Mills Press
1158,White Cloud Press
1159,Národná obroda
1160,Pinnacle Books (Mm)
1161,High Times Press
1162,Shaye Areheart Books
1163,Darby Creek Publishing
1164,Rough Guides
1165,Whitecap Books
1166,Renaissance eBooks
1167,Independent Spirit Publishing
1168,Edgehill Books
1169,Excelsior Entertainment
1170,Friedman/Fairfax Publishing
1171,Schiffer Publishing
1172,Lawrence Hill Books
1173,Book Publishing Company (TN)
1174,Nesfa Press
1175,Navpress Publishing Group
1176,Cook Communications Ministries intl
1177,HarperPerennial
1178,Brilliance Audio - Trade
1179,River City Pub
1180,Three Rivers Press
1181,Ballantine Books
1182,Sunflower Press
1183,Knopf
1184,Diogenes
1185,Distribooks Inc
1186,HarperCollins Publishers
1187,Dover Publications
1188,Simon &amp; Schuster
1189,DC Comics
1190,Dell Publishing Company
1191,"Editores Mexicanos Unidos, S.A."
1192,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
1193,Kiepenheuer &amp; Witsch
1194,Rowohlt Tb.
1195,Delacorte Books for Young Readers
1196,HarperCollins
1197,Laia
1198,Editorial Laia
1199,Editorial Empúries
1200,Trafalgar Square
1201,Winedale Publishing
1202,Harper Mass Market Paperbacks
1203,LGF
1204,Hyperion Books
1205,Abacus
1206,Akashic Books
1207,Alyson Books
1208,Miramax
1209,Island
1210,Hyperion Books for Children
1211,Teamcom Books
1212,Point Fantasy
1213,Touchstone
1214,Hanser
1215,Adams Media Corp
1216,"Diogenes Verlag, Z�?¼rich"
1217,Feminist Press
1218,New American Library
1219,McGraw-Hill
1220,Scholastic Point
1221,H.J. Kramer
1222,Speak
1223,Bet Books
1224,Book Sales
1225,Fair Winds Press
1226,"Alfaguara Ediciones, S.A. (Spain)"
1227,Ediciones Lengua de Trapo
1228,"Plaza &amp; Janes Editores, S.A."
1229,Barnes &amp; Noble Books-Imports
1230,Anchor Books/Doubleday
1231,Lexington-Marshall Pub.
1232,Writer's Digest Books
1233,Pan Books Ltd
1234,Midena
1235,Gotham Books
1236,Sudamericana
1237,Historia 16
1238,Time Warner Audio Major
1239,Pond Publishing
1240,Valdemar
1241,"Linstok Press, Incorporated"
1242,Bethany House Publishers
1243,"Kiepenheuer &amp; Witsch GmbH &amp; Co. KG, Verlag"
1244,A.Mondadori
1245,Laurel
1246,Bonzobucks &amp; Books Pub
1247,Perennial Classics
1248,Schoenhof Foreign Books Inc
1249,St Martins Pr
1250,Charles T. Banford Company
1251,Sirio
1252,Centro de la Cultura Canaria
1253,W.W. Norton &amp; Company
1254,Cq Products
1255,Guinness World Records Ltd.
1256,Villard
1257,West End Press
1258,Calyx Books
1259,Aunt Lute Books
1260,Bridge Publications
1261,Trans-Atlantic Publications
1262,European Book Co
1263,Alyson Pubns
1264,Mastermedia Publishing Company
1265,Travelers' Tales Guides
1266,Chronicle Books
1267,Gary &amp; Gloria Meier
1268,BRAVA
1269,Destino Ediciones
1270,Masthof Pr
1271,MJF Books
1272,Random House Uk Ltd
1273,Laurel-Leaf Books
1274,Carl Hanser
1275,"Espasa Calpe Mexicana, S.A."
1276,Mercure de France
1277,Brimax Books Ltd
1278,Akanos
1279,Brazos Press
1280,Orion mass market paperback
1281,Glowworm Books Ltd
1282,Chicago Review Press
1283,Akirim Press
1284,Emece Editores
1285,Promise Press
1286,Znanje
1287,Xerais
1288,Langen/M�?¼ller
1289,Blast Books
1290,Vicens Vives
1291,Chariot Victor Pub
1292,Amer Book Pub
1293,Chelsea Green Pub. Co
1294,Schroeder M.V.
1295,John Edward (HAYLO)
1296,HarperResource
1297,John F. Blair Publisher
1298,Gallimard Jeunesse
1299,Harmony
1300,Phoenix Press (UK)
1301,Intercultural Press
1302,Harvest House Pub
1303,American College of Obstetricians &amp; Gynecolog
1304,Ravensburger Buchverlag
1305,Imprint Books
1306,Necro Pubns
1307,Overlook Connection Press
1308,Lectorum Pubns (Adult)
1309,Diana
1310,Ocean Cruise Guides
1311,Northfield Press
1312,Light Works Pub
1313,Adventist Book Center New Jersey
1314,Anatolian Treasures
1315,Wiley John &amp; Sons
1316,Houghton Mifflin School
1317,Chicken House
1318,Humanist Press
1319,Escalator Press
1320,Horizon Books
1321,Bedford Books
1322,Editions J'Ai Lu
1323,Raincoast Books
1324,S &amp; M Books
1325,Santillana USA Pub Co Inc
1326,Lynx Books
1327,Diffusion Harmonia Mundi
1328,Berrett-Koehler Pub
1329,btb bei Goldmann
1330,Ortho Books
1331,Fifth House Publishers
1332,East West Discovery Press
1333,Adventure Publications
1334,Elephant Paperbacks
1335,Pocketessentials
1336,Hampton Roads Pub Co Inc
1337,Black Heron Press
1338,Champion Press Ltd
1339,Hyland House
1340,Edicions dels Quaderns Crema
1341,Granta Books
1342,Univ Of Ca Press
1343,Faber &amp; Faber Ltd
818,"Al-Anon Family Group Headquarters, Inc."
819,Mercier Press / Marino Books
820,Anaya Multimedia
821,Alice Street Editions
822,Thornton Publishing
823,Karl Rauch Verlag
824,Santillana S.A. (ES)
825,Ediciones B Mexico S.A. de C.V.
826,Rebus
827,"SPC Press, Inc."
828,McClanahan Book Company
829,McSweeney's Books
830,Little Brown Company
831,Underwood Books
832,Macmillan
833,World of Poetry Pr
834,Topaz
835,New Millennium Audio
836,Vision Books
837,Shepherd Canyon Books
838,Delta Publishing
839,Presses Pocket
840,Orion
841,Wilhelm Heyne Verlag
842,Kensington Publishing Corp.
843,Plume
844,"Little, Brown"
845,Harper Mass Market Paperbacks (Mm)
846,Spectra
847,"Philipp Reclam, Jun Verlag GmbH"
848,Regan Books
849,Penguin Books Ltd
850,Modern Library
851,Knopf Books for Young Readers
852,Riverhead Books
853,Quill (HarperCollins)
854,Ullstein Tb
855,Signet Classics
856,Ediciones Temas de Hoy
857,Ediciones B
858,Fawcett Books
859,Picador USA
860,Llewellyn Publications
861,Edizioni E/O
862,Thomas Dunne Books
863,Harvest Books
864,Inner Ocean Publishing
865,Spectra Books
866,Mariner Books
867,Gallimard French
868,Livre de Poche
869,Henry Holt &amp; Company
870,Michael O'Mara Books
871,Canongate Books Ltd
872,Sourcebooks Landmark
873,Red Dress Ink
874,"Random House, Inc."
875,Bantam Classics
876,AuthorsOmniscient Publishers
877,Picador
878,Klett-Cotta
879,Andrews McMeel Publishing
880,Scholastic
881,MTV
882,Pinnacle Books
883,Kamapua'a Press
884,Moderne Verlagsges. Mvg
885,Lanctôt éditeur
886,Scholastic Press
887,WaterBrook Press
888,Orchard Books
889,US
890,Broadman &amp; Holman Pub
891,Rizzoli Publications
892,Kensington Publishing Corporation
893,Perigee Trade
894,Black Dog &amp; Leventhal Publishers
895,HarperEntertainment
896,Zondervan Publishing House
897,"Graham, Billy Evangelistic Association"
898,Suma de Letras
899,Barbour Publishing
900,Waterbrook Press
901,New Harbinger Publications
902,Rocco
903,Dalesman Publishing Company Ltd
904,Downtown Press
905,Booksource
906,"Family CareWare, Inc."
907,Chess Enterprises
908,Edaf
909,Ediciones SM
910,Consortium Book Sales &amp; Dist
911,Star Trek
912,Lectorum Publications
913,Publishamerica
914,Fourth Estate Ltd
915,Troll Communications
916,Harlequin
917,"Insel, Frankfurt"
918,Bompiani
919,Goldmann Verlag
920,Rowholt Verlag Gmbh
921,A. Mondadori
922,Mercury Publishing (NC)
923,Barnes &amp; Noble Inc
924,Caminho
925,Naiad Press
926,Editions Flammarion
927,Berkeley Books
928,M�?©taili�?©
929,Pocket (FR)
930,Adelphi Book Shop Ltd
931,Pemberley Press
932,Bookmart
933,Editorial Seix Barral
934,Pattloch
935,John Wiley &amp; Sons Inc
936,Gramercy Books
937,Aslan Publishing
938,Element Books Ltd.
939,Judy Piatkus Publishers Ltd
940,Simon Spotlight Entertainment
941,Meisha Merlin Pub
942,La Table ronde
943,Tor Books (Mm)
944,Infinity Publishing (PA)
945,Santillana S.A.
946,Virus
947,B. Grasset
948,Editorial Barcanova
949,Greenhill Books
950,Montana Historical Society
951,Obelisco
952,Anvil Press
953,Hodder &amp; Stoughton
954,Mondadori (IT)
955,Shadow Mountain
956,Harrison House
957,Econ Tb.
958,Tilbury House Pub
959,Demeter Press
960,Oxford Univ Press
961,Drew Marketing &amp; Productions
962,Marlowe &amp; Company
963,American Book Publishing Group
964,River Publishing
965,Carl Hanser Verlag
966,Inventeam Llc
967,iUniverse.com
968,Arche Verlag
969,Harmony Books
970,RiverOak Publishing
971,Branson Creek Press
972,For Dummies
973,Archipel
974,HarperCollins Entertainment
975,Ten Speed Pr
976,Continental Book Co Inc
977,H B Fenn &amp; Co
978,Obsidian Pub Pr
979,W Publishing Group
980,NTC/Contemporary Publishing
981,Schoenhofsforeign Books Inc
982,Putnam Adult
983,Wheeler Publishing
984,Humble Creek
985,Steerforth Press
986,Element Books
987,Consortium
988,Trafalgar Square Publishing
989,Base Camp Books
990,Anabasi
991,Spuyten Duyvil
992,300Incredible.com
993,Shoal Bay Press
994,William Heinemann Australia
995,One Planet Publishing House
996,Aufbau-Verlag
997,Virago Press (UK)
998,Hodder Children's Books
999,CDs Books
1000,Stephens Press LLC
1001,Librairie Generale Francaise
1002,Bonanza Books
1003,Red Card Publishing
1004,Treasure House
1005,Wynwood
1006,Sovereign Publishing
1007,Cellar Book Shop
1008,Media Books Audio Publishing
1009,Berkley Pub Group
1010,Le Polygraphe
1011,Wellness Institute
1012,Nicholas Brealey Intercultural
1013,La Leche League International
1014,Editions 10/20
1015,Zondervan
1016,Time Warner Audio Books
1017,Bantam Books
1018,Thomas Nelson
1019,Distribooks
1020,Warner Books
1021,Perennial
1022,Anchor
1023,HarperTempest
1024,Alpha Books
1025,Delacorte Press
1026,Piper
1027,"Bertelsmann, M�?¼nchen"
1028,Plaza &amp; Janés
1029,Destino
1030,Lectorum Pubns (J)
1031,Broadway Books
1032,Arcade Publishing
1033,Puffin Books
1034,Cowley Publications
1035,Broadway
1036,Zebra Books
1037,Union générale d'éditions
1038,Egmont Childrens Books
1039,Monarch Books
1040,Del Rey Books
1041,Aufbau Taschenbuch Verlag
1042,Random House Inc
1043,Barnes Noble Books
1044,Penguin USA
1045,Penguin Putnam~mass
1046,Bull Publishing Company
1047,Girl Press
1048,University of New Mexico Press
1049,Distributors
1050,Bantam Doubleday Dell
1051,Vintage Books
1052,Deno�?«l
1053,Houghton Mifflin
1054,City Lights Publishers
1055,USCCB
1056,Penguin Putnam~trade
1057,Distribooks Int'l+inc
1058,Beaver's Pond Press
1059,Black Classic Press
1060,Simon Pulse
1061,Tor Classics
1062,Methuen Publishing Ltd
1063,Rivages
1064,Firefly Books Ltd
1065,New World Library
1066,Meadowbrook
1067,Mountaineers Books
1068,Grupo Zeta
1069,Bookking International
1070,Guernica Editions
1071,"Carhil Ventures, LLC"
1072,Frog Ltd.
1073,Simon &amp; Schuster Children's Publishing
1074,Integrity Publishers
1075,Revell
1076,"Red Sage Publishing,Inc"
1077,Seal Press (WA)
1078,Living Books
1079,Ullstein TB-Vlg
1080,Gulliver Books Paperbacks
1081,Selldowns/no More Orders
1082,Dorset Press
1083,Deuticke
1084,UGE 10/18
1085,University of Chicago Press
1086,Summit University Press
1087,Carol Publishing Corporation
1,Cypress House
2,1stBooks Library
3,Penguin Books
4,Andrew Scott Publishers
5,Minotauro
6,Back Bay Books
7,Vintage
8,"John Hunt Publishing, Ltd."
9,Harcourt
10,Onyx Books
11,Dtv
12,"Rowohlt, Reinbek"
13,Suhrkamp
14,Aladdin
15,"Editiones B, Grupo Zeta"
16,Salamandra
17,Bantam Dell Publishing Group
18,Pub Group West
19,Harper Collins - UK
20,MacAdam/Cage Publishing
21,Presses Pocket French
22,J'ai lu
23,Alyson Publications
24,Einaudi
25,Four Walls Eight Windows
26,Mira
27,Not Avail
28,Biting Dog Publications
29,Penguin/Puffin Mass Market (Mm)
30,Deutscher Taschenbuch Verlag
31,Small Beer Press
32,Colleccion Millenium
33,Crown
34,St. Martin's Griffin
35,Listen &amp; Live Audio
36,Photografix
37,Starscape Books
38,New York Review Children's Collection
39,HarperCollinsPublishers
40,Edhasa
41,Alfaguara
42,Arthur A. Levine Books
43,William Morrow &amp; Company
44,Algonquin Books of Chapel Hill
45,Editions 84
46,Notrya Editora
47,Nórdica
48,Hodder &amp; Stoughton General Division
49,Jeremy P. Tarcher
50,Longstreet Press
51,Nuova Eri Rizzoli
52,Weatherhill Inc.
53,Actes Sud
54,Diogenes Verlag AG
55,Walk Worthy Press
56,Upfront Publishing
57,Teri Woods Publishing
58,McFarland &amp; Company
59,Folio
60,Deutsche Verlags-Anstalt
61,Little Bookroom
62,Hannover House USA
63,Coastal Carolina Press
64,Aquarian Press
65,Orion Publishing Co
66,Candlewick Press (MA)
67,Oscar Italian
68,Zondervan Publishing Company
69,Wordsworth Editions Ltd
70,Incommunicado Press
71,Yearling
72,Pagefree Publishing
73,Delta Trade Paperbacks
74,Green River Pub
75,Havill Pr
76,Edimat Libros
77,Aims Intl Books
78,Heartstone
79,A. Mondadori editore
80,Storey Books
81,Independent Music Press
82,Baldini e Castoldi
83,Villard Books
84,Douglas &amp; McIntyre
85,French &amp; European Pubns
86,Beck
87,McGraw-Hill Companies
88,Canongate Books
89,Free Software Foundation
90,Thomas Nelson Publishers
91,Paul Dry Books
92,Everyman's Library
93,"Editorial Planeta, S.A."
94,Servant Publications
95,Ten Speed Press
96,Macmillan Pub Co
97,Great Quotations
98,W. Söderström
99,Time Warner Books UK
100,Kingfisher
101,Fusion Press
102,Theatre Communications Group
103,Red Wheel
104,Coach House
105,Kensington Pub Corp (Mm)
106,Wydawn. Literackie
107,Prime Crime
108,Black Rose Books
109,Harbour Pub Co
110,Attack International
111,River Road Press (MO)
112,"Kr�?¼ger, Frankfurt"
113,Barney Publishing
114,Sagebrush Bound
115,Rockhouse Press
116,Bookpartners
117,McArthur &amp; Company
